method,mean_abs_error,rms_error,samples
CTSVI_AD,0.009738709390565854,0.011947569867105847,4001
ATSVI_AD,3.180410311519952e-07,4.1281286524724126e-07,4001
ETSVI,0.002164658177199357,0.003992549280266123,4001
