method,mean_abs_error,rms_error,samples
CTSVI_AD,0.00033380768580942854,0.000429245989313463,8001
ATSVI_AD,2.3248097057769577e-07,2.8110776214220104e-07,8001
ETSVI,1.5129627301403522e-05,3.2438153467278514e-05,8001
