method,mean_abs_error,rms_error,samples
CTSVI_AD,0.0007274071088369074,0.0009354522630847178,5334
ATSVI_AD,9.284662177013718e-08,1.1408053953312302e-07,5334
ETSVI,6.333890838497756e-05,0.00012621377387854514,5334
