method,mean_abs_error,rms_error,samples
CTSVI_AD,8.780333804531194e-05,0.00011233036081687236,16001
ATSVI_AD,7.9645254220085e-06,9.028600484047629e-06,16001
ETSVI,8.451326153925998e-07,1.8401029557845069e-06,16001
