method,mean_abs_error,rms_error,samples
CTSVI_AD,0.0026404369545330363,0.0033931675760536725,8001
ATSVI_AD,1.5411966284521572e-06,1.6431075682830254e-06,8001
ETSVI,0.00035146552689844753,0.0007965291723502833,8001
