method,mean_abs_error,rms_error,samples
CTSVI_AD,0.007766031656896482,0.01150504972719399,5001
ATSVI_AD,5.784152871687206e-06,6.101506291074298e-06,5001
ETSVI,0.0023517101918254387,0.004483623883837427,4998
