method,mean_abs_error,rms_error,samples
CTSVI_AD,0.029800250375833646,0.041242714159989285,801
ATSVI_AD,0.00011027118121895957,0.00011040882935305885,801
ETSVI,0.016924529121084487,0.02715348956449955,801
