method,mean_abs_error,rms_error,samples
CTSVI_AD,9.076681874518449e-05,0.00010879513555084058,40001
ATSVI_AD,4.007383856134618e-05,4.881684901170795e-05,40001
ETSVI,4.5072314569135086e-07,1.2060656225623687e-06,40001
