method,mean_abs_error,rms_error,samples
CTSVI_AD,0.28593345652506724,0.46111438591032194,801
ATSVI_AD,0.00023917100065529466,0.00023946986680907641,801
ETSVI,0.1973672829827593,0.35028038252605703,801
