method,mean_abs_error,rms_error,samples
CTSVI_AD,0.04486249883056721,0.06305808308695496,2001
ATSVI_AD,0.00011063824431497361,0.00011069364298798473,2001
ETSVI,0.034500461647475035,0.0504800650760308,2001
