method,mean_abs_error,rms_error,samples
CTSVI_AD,0.002649016252554551,0.0034245540362727906,4001
ATSVI_AD,3.89811956477918e-07,4.459688708265009e-07,4001
ETSVI,0.0008444278460124453,0.00176891177917569,4001
