method,mean_abs_error,rms_error,samples
CTSVI_AD,0.00026029868779366746,0.0003250745812228095,4001
ATSVI_AD,1.2058408327850102e-07,1.306518964753366e-07,4001
ETSVI,1.2048299742814173e-05,1.9749753006883627e-05,4001
