method,mean_abs_error,rms_error,samples
CTSVI_AD,0.09824664811468839,0.12043619696639803,401
ATSVI_AD,0.0581250282530469,0.06348993672319575,401
ETSVI,9.198619837455896,9.233271249252262,401
