0.000000000000000000e+00,2.506323580366007220e-01,2.487633577179095556e-01,2.503804346718475626e-01,2.499794148251732184e-01,2.501085986579401621e-01,2.498170964503317604e-01,2.502660716461915236e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.518932475087545253e-01,2.463019875900609446e-01,2.511288359555698402e-01,2.499433347974950592e-01,2.503239486492075949e-01,2.494521118908429869e-01,2.507982936903343507e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.537759916455842313e-01,2.426381708546928306e-01,2.522206101777567100e-01,2.499018703109629758e-01,2.506425124983321928e-01,2.489063936543941535e-01,2.515971807674939886e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.562708361485681596e-01,2.378049524488717315e-01,2.536189438736956014e-01,2.498700717869277999e-01,2.510590792534507232e-01,2.481818556432466572e-01,2.526636320005574143e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.593646108514882642e-01,2.318467204118604685e-01,2.552746918415427779e-01,2.498677897493026823e-01,2.515667962338973274e-01,2.472810391673575803e-01,2.539988529886980650e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.630403030986090962e-01,2.248199039213832906e-01,2.571263150109792672e-01,2.499194401809271826e-01,2.521572292781457669e-01,2.462071870688615494e-01,2.556042525090390094e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.672765753409068745e-01,2.167937020539152659e-01,2.590999563478659229e-01,2.500536315926349396e-01,2.528204682568878647e-01,2.449643233542629639e-01,2.574813163236503999e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.720472703710056228e-01,2.078507313594340211e-01,2.611097593039701237e-01,2.503026054048657634e-01,2.535452964621295879e-01,2.435573286876740740e-01,2.596314620706052234e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.773209584872117772e-01,1.980874597735686193e-01,2.630585415067362987e-01,2.507014422980680668e-01,2.543194420598857697e-01,2.419920007007201057e-01,2.620558812667166948e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.830605896256784826e-01,1.876142823968745266e-01,2.648389319220494920e-01,2.512869961299550869e-01,2.551299263126189376e-01,2.402750876184191475e-01,2.647553767334185348e-01,0.000000000000000000e+00
