method,mean_abs_error,rms_error,samples
CTSVI_AD,0.0013842732664068444,0.0018435909093537216,4001
ATSVI_AD,1.0950462712922357e-07,1.239531997446356e-07,4001
ETSVI,0.00016374038520503104,0.0003371714868257935,4001
