method,mean_abs_error,rms_error,samples
CTSVI_AD,0.01610304190826596,0.023117798758903782,3334
ATSVI_AD,1.648890289866402e-05,1.6545044674289043e-05,3334
ETSVI,0.0020086492662150022,0.003310621370828856,3329
