method,mean_abs_error,rms_error,samples
CTSVI_AD,0.058983621945295495,0.0800194782170074,1667
ATSVI_AD,0.00022720656854289905,0.0002273430779080988,1667
ETSVI,0.4573538496783694,0.4645128041284732,1667
