method,mean_abs_error,rms_error,samples
CTSVI_AD,0.0006655241322620136,0.0008195899530798294,16001
ATSVI_AD,5.888258557352022e-06,6.320346207723818e-06,16001
ETSVI,2.6192232412090413e-05,7.941168177799065e-05,16001
