method,mean_abs_error,rms_error,samples
CTSVI_AD,0.2100730311879514,0.2491049998222618,801
ATSVI_AD,0.00022446105927775116,0.00022474181748730242,801
ETSVI,0.14377027123720268,0.2173538918286096,801
