method,mean_abs_error,rms_error,samples
CTSVI_AD,0.09704294347668146,0.13315716522572912,1251
ATSVI_AD,0.0007063785879055001,0.0007069439374103097,1251
ETSVI,3.0844476059585806,3.0899115136141133,1251
