method,mean_abs_error,rms_error,samples
CTSVI_AD,0.0886144361570857,0.11627095156000936,801
ATSVI_AD,0.0001812313564133131,0.00018145603225544723,801
ETSVI,0.03918824992177811,0.057949626320321045,801
