method,mean_abs_error,rms_error,samples
CTSVI_AD,0.001789532236511018,0.002352642332825927,10001
ATSVI_AD,5.631117992732776e-07,7.443310225771668e-07,10001
ETSVI,0.00042704026675742594,0.0010875905850170145,10001
