method,mean_abs_error,rms_error,samples
CTSVI_AD,0.05337379490244459,0.06568066663368365,1429
ATSVI_AD,0.00041533716349271866,0.0004156269712250064,1427
ETSVI,1.4345674473108574,1.438000017529842,1429
