method,mean_abs_error,rms_error,samples
CTSVI_AD,0.004277124034038998,0.005586548002248522,4001
ATSVI_AD,1.7812096120425856e-07,2.2046492880476424e-07,4001
ETSVI,0.0002702831865434362,0.0006135311712536785,4001
