method,mean_abs_error,rms_error,samples
CTSVI_AD,0.0007508820571445823,0.0009939943391846008,1001
ATSVI_AD,7.974775616826623e-08,9.362636416385904e-08,1001
ETSVI,4.2517053906486045e-05,8.061443409645087e-05,1001
