method,mean_abs_error,rms_error,samples
CTSVI_AD,0.006000543952620341,0.007777299351832151,4001
ATSVI_AD,4.974201533531182e-07,7.072219781643711e-07,4001
ETSVI,0.0009950837502345508,0.001718557626215086,4001
