method,mean_abs_error,rms_error,samples
CTSVI_AD,0.20731546381772845,0.3093863452154461,801
ATSVI_AD,0.00023300305848797091,0.00023329380050147937,801
ETSVI,0.1668898205515982,0.2390943078933512,801
